completed,oid,taxon,mbNumber,guid,CORRECT_taxon,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,,,,,,,,
,58f450ee791497fd28ebd83a,Bizzozeria,"c(590, 591)","C(8FFCA088-2790-4743-9970-F1F99FB7CE24,BE81B191-F7BA-4ABC-8EB0-8E453193D8C2)",Bizzozeria,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd84b,Blumeria,"c(542386, 600)","C(81772DAA-B562-461C-B5FB-E383DBC48E90,1CB1C518-36B9-11D5-9548-00D0592D548C)",Blumeria,13,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd867,Bombardioidea,"c(509252, 619)","C(9360BF34-9D66-4B3A-BA21-683B8A13D41C,1CB1C51F-36B9-11D5-9548-00D0592D548C)",Bombardioidea,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd87e,Botryobasidium,"c(17183, 17184)","C(1CB1C524-36B9-11D5-9548-00D0592D548C,1CB1C525-36B9-11D5-9548-00D0592D548C)",Botryobasidium,13,Saprotroph,Undefined Saprotroph,Probable,Corticioid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd87f,Botryochaete,"c(17185, 17186)","C(D5BBC8C5-C58E-49C8-970A-528E4C3281E2,CCBA071D-A802-4292-AD65-6C2D7B05411A)",Botryochaete,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd8b5,Boudiera,"c(641, 17190)","C(936ECCB4-B1D9-417C-AB70-F9CAF17C3274,01D4AD86-EADE-42F4-B3E3-5DC2CEA520EB)",Boudiera,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd8b6,Boudierella,"c(20087, 642)","C(76271E5A-E40B-4755-9C40-712ABCAFFD93,D2F72697-39AD-4733-A612-0717D5FEF720)",Boudierella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd90f,Bulbotricella,NA,NA,Bulbotricella,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd91b,Burenia,NA,NA,Burenia,13,Pathotroph,Plant Pathogen,Probable,Facultative Yeast,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd940,Caeomurus,NA,NA,Caeomurus,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd95b,Calocybe,"c(508794, 17220)","C(6F408959-C9C4-453C-8731-0CB1EB7B0A63,1CB18025-36B9-11D5-9548-00D0592D548C)",Calocybe,13,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd97e,Calycella,"c(764, 91038, 765, 766)","C(F093F79F-B7B7-4529-85A7-77E7E2DCD2D2,41890C22-7E51-4B4F-8AA6-0FD9EA34F3FF,3E557C83-D61C-413C-B5D4-F63D5D6800CE,1CB1C552-36B9-11D5-9548-00D0592D548C)",Calycella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd9cb,Capnodium citri,"c(164508, 165592)","C(EA99681B-139E-43A9-974E-A8B4357867AF,45A9A125-242D-44D7-8AB3-1E4F8D4206D7)",Capnodium citri,20,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd9e5,Carouxella,"c(20102, 92024)","C(F4D291EB-EF0A-422E-A099-5645D22F5F47,FE0A265D-84FD-46FA-ADD1-D06C27841AB6)",Carouxella,13,Symbiotroph,Animal Endosymbiont,Probable,NULL,NULL,Animal gut fungus,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebd9e6,Carpenterella,"c(90710, 20103)","C(10F2E028-FBDF-446B-A477-5BCA86429B3D,34125D0A-EA55-434E-9FCA-BC465D5D5B81)",Carpenterella,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebda01,Catillaria,"c(841, 562776)","C(E2CB31D7-5868-4FE4-BD5E-9E96E1590BB9,4F7A48C5-81C2-4095-AF09-1D7C6E5C9719)",Catillaria,13,Symbiotroph,Lichenized,Possible,Thallus,NULL,Lichenized and non-licenized taxa,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebda14,Cenangiopsis,"c(870, 871)","C(707BBF47-4F3C-4DB7-A1CC-5FEFD18A84AB,58C519F4-97EF-4292-8BBA-8BAA771AB0D2)",Cenangiopsis,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebda38,Ceratelium,NA,NA,Ceratelium,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebda39,Ceratella,"c(17258, 17257)","C(5E160DE4-D4CA-416B-8979-380424466FA1,BA02287B-680F-461A-B4BE-9D56FEBC4BF1)",Ceratella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdacb,Cercosporella brassicae,"c(258820, 463629)","C(1CB1BAD9-36B9-11D5-9548-00D0592D548C,4D8B7176-E325-4C75-97C8-7DA7F912DA45)",Cercosporella brassicae,20,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdaf0,Ceuthospora,"c(926, 7555)","C(38029798-B2C2-4B07-B21E-00FE86793D08,1CB181DA-36B9-11D5-9548-00D0592D548C)",Ceuthospora,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdaf1,Ceuthospora lauri,"c(156254, 269105)","C(8C6C5E43-C74E-4421-9ECF-CF584EDBD791,AACAD8EC-D764-4270-9FB3-D55D6C396E24)",Ceuthospora lauri,20,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb1b,Chaetoporellus,"c(39066, 17274)","C(E52C35D7-7E5C-42B8-B5F9-E24C882CEC94,EF8F4DF1-67A7-4B34-9316-B8461A08E002)",Chaetoporellus,13,Saprotroph,Wood Saprotroph,Highly Probable,NULL,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb1d,Chaetopyrena,"c(7586, 962)","C(40699D6C-E1B1-4D73-B870-037384D0D540,CB9293A4-520E-4E2B-A07E-68ACEC53988A)",Chaetopyrena,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb2d,Chailletia,"c(7600, 25353, 980)","C(12257C04-3DBF-427B-B240-600E6A433D9A,BD8BA838-EF98-4C67-8A8F-7528FFA3EB70,835E240D-A13C-4A2C-BA3D-B4D4964A8B51)",Chailletia,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb44,Charla,NA,NA,Charla,13,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb45,Charla lobariae,NA,NA,Charla lobariae,20,Pathotroph,Lichen Parasite,Possible,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb6c,Chlosyne,NA,NA,Chlosyne,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb6d,Chlosyne ehrenbergii,NA,NA,Chlosyne ehrenbergii,20,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb79,Chondrostereum pupureum,NA,NA,Chondrostereum pupureum,20,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb7b,Chorioactis,"c(34090, 1022)","C(BD8B8514-3B93-4439-BFBD-9B38E2980732,21BED461-976F-4EDC-BE6F-AD8EFE00206D)",Chorioactis,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdb97,Chrysopsora,"c(1034, 16061)","C(A60037B4-D9E3-4CB8-8FD2-CC95F3ADB0F4,1CB1C63A-36B9-11D5-9548-00D0592D548C)",Chrysopsora,13,Pathotroph-Symbiotroph,Lichenized-Plant Pathogen,Highly Probable,Microfungus-Thallus,NULL,Syn. Protobastenia,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdba3,Cicinnobolus,NA,NA,Cicinnobolus,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdba6,Ciliaria,"c(1051, 539122)","C(1CB1C643-36B9-11D5-9548-00D0592D548C,B7D39E44-76D6-4BF1-AFDE-0FD1B4D4DF5C)",Ciliaria,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdbb7,Cistingophora,NA,NA,Cistingophora,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
X,58f450ee791497fd28ebdbf7,Clavaria,17312,C682B615-9F80-49B4-920A-77BE4A748B29,Clavaria,13,Saprotroph,Undefined Saprotroph,Probable,Clavarioid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdbfc,Clavatospora,"c(532545, 7693)","C(184D6978-7207-4450-A410-6E8495689A9C,1CB1C656-36B9-11D5-9548-00D0592D548C)",Clavatospora,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdc36,Clonostachys rosea,"c(461067, 228968)","C(1CB1B079-36B9-11D5-9548-00D0592D548C,FDA420AD-B788-454B-B256-F7D562671C89)",Clonostachys rosea,20,Symbiotroph,Endophyte,Highly Probable,NULL,NULL,Host - Orchidaceae,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdc82,Coleophoma empetri,"c(533323, 263978)","C(27339019-727A-4DB6-86BE-D0E30B4F552C,1CB183EB-36B9-11D5-9548-00D0592D548C)",Coleophoma empetri,20,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdc85,Coleopucciniella,"c(506308, 16073)","C(28F2C48E-FD4E-4700-8402-6EFF9911CB3F,1B88F9A0-7263-41E6-8CC5-ACBD5A675500)",Coleopucciniella,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdc8e,Collema,"c(1176, 1175)","C(C82635CA-65AB-49B9-B90B-FB04B3EF5878,8D305E1B-A04F-4CE2-8048-1407F80BCCD8)",Collema,13,Symbiotroph,Lichenized,Highly Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdd2d,Coprinopsis,"c(17365, 17366)","C(09D181EF-DB10-4CF4-83D2-39A0AFE21C7B,C8B57750-1A88-451D-8715-9B9574504389)",Coprinopsis,13,Saprotroph,Undefined Saprotroph,Probable,Agaricoid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,5a760101734d1d3bd58c89c3,Coriolaceae,NA,NA,Coriolaceae,9,Saprotroph,Undefined Saprotroph,Probable,Polyporoid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdd87,Corticium,"c(17388, 17387)","C(1CB1C58F-36B9-11D5-9548-00D0592D548C,1CB1831F-36B9-11D5-9548-00D0592D548C)",Corticium,13,Saprotroph,Undefined Saprotroph,Probable,Corticioid,White Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdda2,Cougourdella,NA,NA,Cougourdella,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebddb8,Crinula,"c(7813, 1292)","C(CC352F49-8679-11D5-BEBB-00508BCA8DE8,F40EDFA7-D156-48AB-90D2-2B08FE1564D5)",Crinula,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebddcd,Crumenula,"c(1302, 1303)","C(E058087B-2A3B-4964-AE09-9F247898BB5D,09A603A9-DEC4-4557-B7CF-084213E1F6AD)",Crumenula,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebddf3,Cryptosphaeria,"c(26092, 1330)","C(1CB1C5AD-36B9-11D5-9548-00D0592D548C,366A2232-648E-4F13-B0C4-D649AD310713)",Cryptosphaeria,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdeae,Dacryomyces,NA,NA,Dacryomyces,13,Saprotroph,Wood Saprotroph,Probable,NULL,Brown Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebded2,Dangeardiana,"c(90935, 20163)","C(C59A2117-5364-44D3-AC40-94A3C7E557D0,065A73C5-0C3E-4B90-97F9-E441FEA035D5)",Dangeardiana,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdf10,Dendrosporium,"c(506330, 7947)","C(DC8F486B-28A3-42DF-A83B-BD22F2D7B89F,95432485-BDE0-4373-82EF-DDDDD0BEC721)",Dendrosporium,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdf2d,Dermoloma,"c(17493, 565252, 566022)","C(1CB1C677-36B9-11D5-9548-00D0592D548C,2346BC21-229B-4093-91B4-DFF677DB5556,CD1517AA-9B6F-4BB7-9BAD-46E86CA32916)",Dermoloma,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdf31,Desmazierella,"c(7963, 1481)","C(2D4EDA59-53BD-49BF-A5F0-DEA9DEA2E3F5,1CB1C679-36B9-11D5-9548-00D0592D548C)",Desmazierella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdf7d,Dichotomomyces,"c(508999, 1520)","C(05072C1B-BEE9-4156-A255-6EFE1F102FFE,9C3DC2F1-2236-4C4D-8EE6-3695D6B6CD8D)",Dichotomomyces,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdf8d,Dictyographa,"c(1528, 1529)","C(A07C72E0-C431-4B71-9665-22D648188B06,A6E4C52B-F38A-4321-AF33-DFEFEEE2000C)",Dictyographa,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdf97,Dictyothyriella,"c(1537, 1538)","C(3B8B7A3B-46FD-4699-8C7B-B5DE5642D7F5,1CB1C698-36B9-11D5-9548-00D0592D548C)",Dictyothyriella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdf99,Dictyothyrium,"c(1541, 1540)","C(FFDA44EB-15AD-4966-B369-54FC8C81AAA7,8C157234-4B68-452B-BFDF-47C2CB65A21A)",Dictyothyrium,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdfb4,Didymostilbe,"c(22130, 8021)","C(8FE79F49-AB34-4AE8-94CC-AE2DB77EEB17,0F655F78-ACCF-462A-9179-B5D79CDA1E76)",Didymostilbe,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdfc8,Dimerosporiella,"c(1586, 1585)","C(59311B3A-6951-418F-98C3-8AB2A34D90FE,02165C13-0B59-484C-B89F-40104F3CCA9D)",Dimerosporiella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebdfcc,Dimorphomyces,"c(27904, 1590)","C(BAD78CF4-7FAF-41DA-BB4F-F9EC5EAA3BEA,D637E306-71BE-4688-A75E-9ABA63E8F82D)",Dimorphomyces,13,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe005,Diplotheca,"c(1627, 1626)","C(1CB1C6B7-36B9-11D5-9548-00D0592D548C,49CD534A-A558-417E-9406-46123F8D6C0E)",Diplotheca,13,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe011,Discina,"c(1648, 1647)","C(1CB1C6BD-36B9-11D5-9548-00D0592D548C,1CB1C6BC-36B9-11D5-9548-00D0592D548C)",Discina,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe012,Discinella,"c(1649, 1650)","C(5B3E9855-8DE7-42F3-9607-6216D94E3C16,1CB1C6BE-36B9-11D5-9548-00D0592D548C)",Discinella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe01d,Discosia,"c(91073, 8072)","C(AEC1B0F2-2047-44A3-AFDE-9306D9A215F0,1CB18823-36B9-11D5-9548-00D0592D548C)",Discosia,13,Pathotroph,Plant Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe020,Discosporium,"c(22413, 8080)","C(1CB1C6C4-36B9-11D5-9548-00D0592D548C,45537DB7-9428-432D-A45D-03D31A82BC5C)",Discosporium,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe030,Ditiola,"c(17521, 17520, 1676)","C(1CB18832-36B9-11D5-9548-00D0592D548C,9BF4703B-2AFE-4A24-8624-A708087740EC,39465A22-8A80-4E8B-B24F-6A0C6D8D5921)",Ditiola,13,Saprotroph,Wood Saprotroph,Probable,NULL,Brown Rot,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe050,Dothiora,"c(1701, 1702)","C(1CB1C6D3-36B9-11D5-9548-00D0592D548C,F5AB58E1-AB0A-4087-BA0B-F0197750FA9A)",Dothiora,13,Saprotroph,Undefined Saprotroph,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe08b,Durietzia,"c(27965, 1723)","C(E2063130-5FBE-46FD-B7BB-7FEDE1431B62,7EC077FB-01A3-4054-9332-686C5022081A)",Durietzia,13,Symbiotroph,Lichenized,Probable,Thallus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe08c,Durogaster,NA,NA,Durogaster,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,5a77d48d734d1d3bd58d1533,Elsino?Æ,NA,NA,Elsino?Æ,13,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe0e3,Encephalitozoon,NA,NA,Encephalitozoon,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe115,Endoreticulatus,NA,NA,Endoreticulatus,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe125,Enterocytozoon,NA,NA,Enterocytozoon,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe17f,Episeptum,NA,NA,Episeptum,13,Pathotroph,NULL,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe193,Erinella,"c(1886, 27238)","C(5E5F62EC-A395-4845-9467-76D9874A8504,1CB1C711-36B9-11D5-9548-00D0592D548C)",Erinella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe196,Eriocercosporella,"c(541662, 13082)","C(28C70097-DE60-4B9E-98FD-F7350A79D877,1BEEFFF4-CF97-483E-B961-E9C38D37707E)",Eriocercosporella,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe1a4,Erynia,"c(20224, 566336)","C(1CB1C717-36B9-11D5-9548-00D0592D548C,AF852271-7D2E-45D5-8C42-7083BFCDB47A)",Erynia,13,Pathotroph,Animal Pathogen,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
,58f450ee791497fd28ebe1c2,Eubelonis,"c(1912, 1913)","C(5185B9DD-1ED1-46FD-9BAC-F8980C10053A,FEFDE7D8-8FFD-4834-805D-1B555216A305)",Eubelonis,13,Saprotroph,Undefined Saprotroph,Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",,,,,,,,
